iter	RMSE
176	4.871043276
177	4.856881695
178	4.847408906
179	4.832900481
180	4.820052034
181	4.805924424
182	4.800108144
183	4.793105337
184	4.778109603
185	4.770452335
186	4.754666609
187	4.749054692
188	4.736385735
189	4.720575309
190	4.714359721
191	4.705864948
192	4.695077168
193	4.681471667
194	4.671454731
195	4.657593602
196	4.647498906
197	4.633748246
198	4.618702455
199	4.610030251
200	4.598132354
201	4.591895516
202	4.582958785
203	4.58065112
204	4.572277543
205	4.561276338
206	4.552097178
207	4.547903424
208	4.537770046
209	4.5334701
210	4.525311892
211	4.512940668
212	4.509133937
213	4.503505816
214	4.495403214
215	4.491289754
216	4.479681436
217	4.470482788
218	4.463350512
219	4.454655778
220	4.443736046
221	4.437581992
222	4.431005581
223	4.420583716
224	4.408455726
225	4.403463659
226	4.394840957
227	4.392157219
228	4.388866475
229	4.370499527
230	4.364877911
231	4.355430165
232	4.349012767
233	4.346460001
234	4.336330964
235	4.327399389
236	4.317683849
237	4.304097914
238	4.295553462
239	4.289564232
240	4.279931642
241	4.271789471
242	4.264077103
243	4.257668221
244	4.247080162
245	4.241737353
246	4.237725171
247	4.229054645
248	4.224805841
249	4.212795848
250	4.208307936
251	4.204909021
252	4.200921958
253	4.19919632
254	4.19049131
255	4.188209684
256	4.179141102
257	4.176779014
258	4.170731922
259	4.162281534
260	4.160105952
261	4.153435514
262	4.146223195
263	4.13784637
264	4.116179858
265	4.105140339
266	4.099836584
267	4.093728124
268	4.091637464
269	4.086179381
270	4.08125621
271	4.08012595
272	4.068211233
273	4.061315571
274	4.059313722
275	4.04973148
276	4.046028694
277	4.042253299
278	4.037652087
279	4.026130113
280	4.019415736
281	4.01194933
282	4.004733609
283	4.003670863
284	3.993675448
285	3.987855252
286	3.982783915
287	3.972231958
288	3.969649009
289	3.959625022
290	3.955651212
291	3.947044138
292	3.943554408
293	3.939036862
294	3.933614688
295	3.92430987
296	3.921227051
297	3.911645207
298	3.901893288
299	3.900903828
300	3.897743178
301	3.887256852
302	3.878919424
303	3.870482267
304	3.863007297
305	3.85940499
306	3.856143918
307	3.84876688
308	3.844850971
309	3.838918163
310	3.832778002
311	3.82856488
312	3.820338315
313	3.81461621
314	3.811618503
315	3.80453646
316	3.795803422
317	3.788895364
318	3.782157711
319	3.777551512
320	3.774757832
321	3.772781749
322	3.770260581
323	3.766622882
324	3.759833694
325	3.74997154
326	3.744815238
327	3.739968915
328	3.734631102
329	3.729106542
330	3.727163529
331	3.720891357
332	3.702055214
333	3.699714899
334	3.698312127
335	3.68957032
336	3.687053379
337	3.683912924
338	3.681858103
339	3.675835709
340	3.67155022
341	3.664907698
342	3.658240623
343	3.655516696
344	3.646386073
345	3.642949906
346	3.640248343
347	3.63707798
348	3.632162776
349	3.623338788
350	3.621259433
351	3.617158093
352	3.610038728
353	3.60589174
354	3.602560554
355	3.597989641
356	3.592462689
357	3.589543855
358	3.581421562
359	3.575681257
360	3.574635046
361	3.572541535
362	3.568898437
363	3.563793939
364	3.560791972
365	3.552984282
366	3.549585154
367	3.546625515
368	3.544331706
369	3.536124638
370	3.533079435
371	3.528251118
372	3.525051219
373	3.518733651
374	3.515856931
375	3.510815644
376	3.501440264
377	3.500490189
378	3.496366859
379	3.4907113
380	3.485564121
381	3.480612346
382	3.473601527
383	3.472295743
384	3.46960853
385	3.464978158
386	3.456343282
387	3.452383562
388	3.44513535
389	3.439516596
390	3.435307986
391	3.431183974
392	3.425986496
393	3.420908701
394	3.418849174
395	3.41560013
396	3.412999539
397	3.408559221
398	3.401458398
399	3.396187986
400	3.390311804
401	3.38773295
402	3.38356389
403	3.378472553
404	3.372406674
405	3.370380052
406	3.365469774
407	3.362602819
408	3.359344175
409	3.35475679
410	3.350887833
411	3.347758444
412	3.338723614
413	3.334522968
414	3.332089735
415	3.327470928
416	3.322064707
417	3.31597289
418	3.311998237
419	3.309017066
420	3.303121197
421	3.299069094
422	3.292776383
423	3.290869689
424	3.285836837
425	3.283057583
426	3.280083888
427	3.276103394
428	3.272072101
429	3.264689097
430	3.260161551
431	3.25447916
432	3.250964056
433	3.24636179
434	3.244143356
435	3.240599462
436	3.234535875
437	3.229624312
438	3.226548292
439	3.224065
440	3.221405835
441	3.218447363
442	3.215709099
443	3.212000674
444	3.205594895
445	3.2018503
446	3.197659716
447	3.193435551
448	3.187821377
449	3.18356014
450	3.180071163
451	3.176410096
452	3.170306912
453	3.167221855
454	3.164040843
455	3.161831652
456	3.158902907
457	3.149677088
458	3.147202884
459	3.141656032
460	3.138751842
461	3.136288886
462	3.133071684
463	3.128949291
464	3.120184609
465	3.113210362
466	3.111149822
467	3.108424815
468	3.100150304
469	3.097442104
470	3.092404099
471	3.087762948
472	3.084217666
473	3.081334495
474	3.078592299
475	3.074151987
476	3.070026714
477	3.065503676
478	3.062486821
479	3.059996616
480	3.056075808
481	3.052585357
482	3.04745912
483	3.045657151
484	3.042976443
485	3.040856635
486	3.038119894
487	3.032639049
488	3.027244972
489	3.024820895
490	3.021249576
491	3.017652494
492	3.012414369
493	3.010372227
494	3.005457146
495	3.004034829
496	2.999177458
497	2.998064119
498	2.994353818
499	2.991694868
500	2.990315306
501	2.98209425
502	2.978297772
503	2.976523437
504	2.972632363
505	2.969947934
506	2.967603001
507	2.966609499
508	2.963417284
509	2.961293837
510	2.959369197
511	2.95606589
512	2.953905769
513	2.951858779
514	2.948517309
515	2.945165756
516	2.940701507
517	2.936254615
518	2.932650173
519	2.929579639
520	2.92646909
521	2.920378217
522	2.916830639
523	2.914040525
524	2.912078268
525	2.90868961
526	2.905862309
527	2.903726174
528	2.901080331
529	2.89499528
530	2.889606046
531	2.882881835
532	2.882022255
533	2.879644298
534	2.874041674
535	2.872590524
536	2.867384275
537	2.864860867
538	2.861603805
539	2.85936685
540	2.857742237
541	2.854572938
542	2.853265897
543	2.852262985
544	2.849392315
545	2.846607745
546	2.841748965
547	2.835945998
548	2.834531176
549	2.83354983
550	2.831968837
551	2.829272047
552	2.828147733
553	2.826639137
554	2.824733123
555	2.821677039
556	2.82077188
557	2.819823471
558	2.817788357
559	2.813796956
560	2.810802608
561	2.807169764
562	2.806285801
563	2.801685144
564	2.797503963
565	2.796292466
566	2.792762716
567	2.791500881
568	2.785860763
569	2.78284459
570	2.780384314
571	2.778032697
572	2.774090523
573	2.773041333
574	2.769108881
575	2.765505787
576	2.764658298
577	2.76083441
578	2.757501488
579	2.755339246
580	2.749713884
581	2.746452012
582	2.743867035
583	2.743032008
584	2.739543546
585	2.738171077
586	2.733601764
587	2.728200473
588	2.723145888
589	2.722362199
590	2.719516341
591	2.716498589
592	2.712678977
593	2.711279962
594	2.706962786
595	2.702026748
596	2.696389464
597	2.692301693
598	2.69120041
599	2.688978809
600	2.686890748
601	2.683202738
602	2.68113485
603	2.675900822
604	2.675099144
605	2.669499888
606	2.668205053
607	2.667166098
608	2.663844897
609	2.662472358
610	2.655071675
611	2.653839028
612	2.651122807
613	2.648481007
614	2.646290219
615	2.642355109
616	2.639521683
617	2.63832781
618	2.632871262
619	2.628112131
620	2.62710375
621	2.623487392
622	2.620876051
623	2.61839257
624	2.613566926
625	2.611726736
626	2.609448073
627	2.606505417
628	2.600450177
629	2.598955797
630	2.597848732
631	2.596387744
632	2.59447617
633	2.593769063
634	2.592125265
635	2.590322045
636	2.587866036
637	2.585904155
638	2.582771353
639	2.57741291
640	2.57568363
641	2.57349658
642	2.5709741
643	2.570650391
644	2.570176092
645	2.567517267
646	2.564855604
647	2.55910682
648	2.556623587
649	2.555385531
650	2.552599818
651	2.54825302
652	2.54715065
653	2.545786823
654	2.543742951
655	2.541798471
656	2.540362065
657	2.538827878
658	2.533506944
659	2.53040249
660	2.524902209
661	2.519698623
662	2.51648016
663	2.513592435
664	2.508952178
665	2.507012002
666	2.504257988
667	2.502686096
668	2.500747357
669	2.495643769
670	2.48972287
671	2.489166241
672	2.486840557
673	2.485427036
674	2.479530409
675	2.477248364
676	2.472861188
677	2.470162159
678	2.467773742
679	2.46531709
680	2.463341966
681	2.460184937
682	2.458425068
683	2.456812829
684	2.456158595
685	2.453152196
686	2.452930308
687	2.45089693
688	2.44672773
689	2.445129203
690	2.442866468
691	2.440047194
692	2.436415844
693	2.433405645
694	2.432246963
695	2.430557472
696	2.428586626
697	2.427274984
698	2.426384224
699	2.421583678
700	2.41929306
701	2.418375696
702	2.416317302
703	2.414265874
704	2.411199406
705	2.409271756
706	2.407222981
707	2.40359058
708	2.400032548
709	2.398650716
710	2.396930824
711	2.395860792
712	2.39471161
713	2.393259802
714	2.391343749
715	2.387492129
716	2.38398595
717	2.38070652
718	2.377834234
719	2.374527826
720	2.37271718
721	2.370989848
722	2.36976607
723	2.366697843
724	2.365426886
725	2.363580403
726	2.359817407
727	2.355242669
728	2.353014365
729	2.348728581
730	2.347044253
731	2.346035772
732	2.345048999
733	2.344279693
734	2.343139719
735	2.339470021
736	2.338440298
737	2.337164099
738	2.334821637
739	2.33316642
740	2.332438451
741	2.330809619
742	2.32773911
743	2.325609256
744	2.320023135
745	2.316254088
746	2.312439906
747	2.311413585
748	2.310520247
749	2.309420317
750	2.308636583
751	2.30584672
752	2.303457649
753	2.301858257
754	2.298650635
755	2.294055103
756	2.291136504
757	2.290173036
758	2.288936692
759	2.287451752
760	2.284696909
761	2.281580406
762	2.280720701
763	2.278117016
764	2.275806926
765	2.275217485
766	2.271276119
767	2.268546457
768	2.266890672
769	2.26495877
770	2.264019771
771	2.262246028
772	2.260927278
773	2.259820502
774	2.258767001
775	2.258013183
776	2.256656022
777	2.255739455
778	2.254028908
779	2.25166751
780	2.250250719
781	2.245832369
782	2.244214516
783	2.242749185
784	2.241117617
785	2.237031371
786	2.235102238
787	2.233833864
788	2.232514749
789	2.231191675
790	2.230736084
791	2.23000609
792	2.228861828
793	2.22746962
794	2.226471746
795	2.222352259
796	2.221113221
797	2.219949048
798	2.219177501
799	2.218105326
800	2.216586983
801	2.216056172
802	2.215471925
803	2.214210113
804	2.21298591
805	2.211584626
806	2.206471845
807	2.205758865
808	2.204035828
809	2.203131622
810	2.198420238
811	2.193597768
812	2.192325044
813	2.189932374
814	2.189079166
815	2.188308834
816	2.184992807
817	2.181419612
818	2.180835755
819	2.177075721
820	2.174970591
821	2.174448164
822	2.173563034
823	2.171327798
824	2.169459262
825	2.168413392
826	2.1643279
827	2.16308642
828	2.162286365
829	2.16101651
830	2.160348359
831	2.155547833
832	2.155108544
833	2.153216696
834	2.152020644
835	2.149548809
836	2.147090758
837	2.145458995
838	2.144972782
839	2.143513104
840	2.141833436
841	2.140919932
842	2.140230368
843	2.139907605
844	2.138268815
845	2.136808989
846	2.133706494
847	2.130414956
848	2.127577041
849	2.125129434
850	2.124365928
851	2.123583487
852	2.122067885
853	2.120853851
854	2.117033219
855	2.114209019
856	2.111588088
857	2.110939965
858	2.110596953
859	2.110192923
860	2.109803066
861	2.107133413
862	2.104834807
863	2.10362227
864	2.103063841
865	2.101671103
866	2.099500194
867	2.096656891
868	2.094474142
869	2.093759207
870	2.093125704
871	2.091778714
872	2.090601488
873	2.089498558
874	2.088717172
875	2.086856019
876	2.086398111
877	2.083996409
878	2.082644603
879	2.082100517
880	2.081463836
881	2.08079756
882	2.078704443
883	2.077233723
884	2.075652463
885	2.075022459
886	2.073813704
887	2.072569434
888	2.071805032
889	2.070862397
890	2.069370258
891	2.065943259
892	2.064956969
893	2.062088083
894	2.060983369
895	2.060643757
896	2.059490624
897	2.057163439
898	2.055995857
899	2.055157504
900	2.05446287
901	2.053114548
902	2.051619486
903	2.051029859
904	2.049693308
905	2.04691731
906	2.044560516
907	2.04151618
908	2.040891701
909	2.040562247
910	2.038633593
911	2.03834431
912	2.037218104
913	2.036065724
914	2.035301541
915	2.034885062
916	2.032918859
917	2.029817119
918	2.02763662
919	2.025443014
920	2.024341305
921	2.023327475
922	2.022119045
923	2.021547363
924	2.020611569
925	2.01961713
926	2.018998745
927	2.018512117
928	2.01604396
929	2.01525302
930	2.013433684
931	2.012797023
932	2.011347076
933	2.009031731
934	2.0081919
935	2.007089005
936	2.005021436
937	2.002841509
938	2.001382052
939	2.001120692
940	2.000646444
941	1.99878246
942	1.998039214
943	1.997183206
944	1.996744693
945	1.995020355
946	1.991795031
947	1.989388088
948	1.989068627
949	1.986481804
950	1.983628757
951	1.983173469
952	1.982760661
953	1.980155348
954	1.978226925
955	1.977041182
956	1.976356301
957	1.973659387
958	1.97281168
959	1.972436297
960	1.971740254
961	1.970606046
962	1.968788267
963	1.966751916
964	1.96503653
965	1.964640031
966	1.964108999
967	1.963472812
968	1.962483666
969	1.961579137
970	1.961172603
971	1.960370606
972	1.960004683
973	1.957997426
974	1.957151658
975	1.956526756
976	1.955420532
977	1.954989627
978	1.952866158
979	1.952166716
980	1.95146143
981	1.950718286
982	1.949643405
983	1.948956631
984	1.947553911
985	1.945843123
986	1.9451814
987	1.94414224
988	1.942440452
989	1.941339295
990	1.941079061
991	1.939943733
992	1.939091716
993	1.936905631
994	1.935783646
995	1.935422873
996	1.93377199
997	1.932710407
998	1.930668177
999	1.928820175
